O*NET-SOC Code,Title,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source,ONETOCCSOC_2018
11-9111.00,Medical and Health Services Managers,50,Develop and implement organizational policies and procedures for the facility or medical unit.,Core,29,06/2008,Occupational Expert,119111
11-9111.00,Medical and Health Services Managers,56,"Manage change in integrated health care delivery systems, such as work restructuring, technological innovations, and shifts in the focus of care.",Core,28,06/2008,Occupational Expert,119111
11-9111.00,Medical and Health Services Managers,59,"Consult with medical, business, and community groups to discuss service problems, respond to community needs, enhance public relations, coordinate activities and plans, and promote health programs.",Core,28,06/2008,Occupational Expert,119111
11-9111.00,Medical and Health Services Managers,63,Develop instructional materials and conduct in-service and community-based educational programs.,Supplemental,28,06/2008,Occupational Expert,119111
11-9111.00,Medical and Health Services Managers,62,"Develop or expand and implement medical programs or health services that promote research, rehabilitation, and community health.",Supplemental,28,06/2008,Occupational Expert,119111
21-1014.00,Mental Health Counselors,1591,Maintain confidentiality of records relating to clients' treatment.,Core,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1592,"Encourage clients to express their feelings and discuss what is happening in their lives, helping them to develop insight into themselves or their relationships.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1596,"Collect information about clients through interviews, observation, or tests.",Core,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,18483,Assess patients for risk of suicide attempts.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,18484,"Fill out and maintain client-related paperwork, including federal- and state-mandated forms, client diagnostic records, and progress notes.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1594,Prepare and maintain all required treatment records and reports.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1595,"Counsel clients or patients, individually or in group sessions, to assist in overcoming dependencies, adjusting to life, or making changes.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1593,Guide clients in the development of skills or strategies for dealing with their problems.,Core,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,20402,Perform crisis interventions with clients.,Core,100,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1598,Develop and implement treatment plans based on clinical experience and knowledge.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1600,"Evaluate clients' physical or mental condition, based on review of client information.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1597,Act as client advocates to coordinate required services or to resolve emergency problems in crisis situations.,Core,100,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1606,Modify treatment activities or approaches as needed to comply with changes in clients' status.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1604,Evaluate the effectiveness of counseling programs on clients' progress in resolving identified problems and moving towards defined objectives.,Core,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1601,"Meet with families, probation officers, police, or other interested parties to exchange necessary information during the treatment process.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1608,Discuss with individual patients their plans for life after leaving therapy.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1599,Collaborate with other staff members to perform clinical assessments or develop treatment plans.,Core,100,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1603,"Counsel family members to assist them in understanding, dealing with, or supporting clients or patients.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1610,Monitor clients' use of medications.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1605,"Plan, organize, or lead structured programs of counseling, work, study, recreation, or social activities for clients.",Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1607,"Learn about new developments in counseling by reading professional literature, attending courses and seminars, or establishing and maintaining contact with other social service agencies.",Core,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1602,"Refer patients, clients, or family members to community resources or to specialists as necessary.",Core,100,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1609,Gather information about community mental health needs or resources that could be used in conjunction with therapy.,Core,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,18485,"Supervise other counselors, social service staff, assistants, or graduate students.",Supplemental,101,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,1612,Plan or conduct programs to prevent substance abuse or improve community health or counseling services.,Supplemental,102,07/2013,Incumbent,211014
21-1014.00,Mental Health Counselors,18486,"Coordinate or direct employee workshops, courses, or training about mental health issues.",Supplemental,102,07/2013,Incumbent,211014
21-1022.00,Healthcare Social Workers,258,Collaborate with other professionals to evaluate patients' medical or physical condition and to assess client needs.,Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,263,Advocate for clients or patients to resolve crises.,Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,260,"Refer patient, client, or family to community resources to assist in recovery from mental or physical illness and to provide access to services such as financial assistance, legal aid, housing, job placement or education.",Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,259,Investigate child abuse or neglect cases and take authorized protective action when necessary.,Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,261,"Counsel clients and patients in individual and group sessions to help them overcome dependencies, recover from illness, and adjust to life.",Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,15227,Plan discharge from care facility to home or other care facility.,Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,267,"Monitor, evaluate, and record client progress according to measurable goals described in treatment and care plan.",Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,266,Modify treatment plans to comply with changes in clients' status.,Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,264,Identify environmental impediments to client or patient progress through interviews and review of patient records.,Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,262,"Organize support groups or counsel family members to assist them in understanding, dealing with, and supporting the client or patient.",Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,265,"Utilize consultation data and social work experience to plan and coordinate client or patient care and rehabilitation, following through to ensure service efficacy.",Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,272,"Plan and conduct programs to combat social problems, prevent substance abuse, or improve community health and counseling services.",Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,268,Supervise and direct other workers providing services to clients or patients.,Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,270,Oversee Medicaid- and Medicare-related paperwork and recordkeeping in hospitals.,Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,269,Develop or advise on social policy and assist in community development.,Core,25,07/2014,Occupational Expert,211022
21-1022.00,Healthcare Social Workers,271,Conduct social research to advance knowledge in the social work field.,Core,25,07/2014,Occupational Expert,211022
29-1011.00,Chiropractors,6914,Evaluate the functioning of the neuromuscularskeletal system and the spine using systems of chiropractic diagnosis.,Core,61,07/2013,Incumbent,291011
29-1011.00,Chiropractors,6915,"Diagnose health problems by reviewing patients' health and medical histories, questioning, observing, and examining patients and interpreting x-rays.",Core,60,07/2013,Incumbent,291011
29-1011.00,Chiropractors,6913,Perform a series of manual adjustments to the spine or other articulations of the body to correct the musculoskeletal system.,Core,61,07/2013,Incumbent,291011
29-1011.00,Chiropractors,6918,Obtain and record patients' medical histories.,Core,61,07/2013,Incumbent,291011
29-1011.00,Chiropractors,6916,Maintain accurate case histories of patients.,Core,61,07/2013,Incumbent,291011
29-1011.00,Chiropractors,6917,Advise patients about recommended courses of treatment.,Core,61,07/2013,Incumbent,291011
29-1011.00,Chiropractors,6919,Analyze x-rays to locate the sources of patients' difficulties and to rule out fractures or diseases as sources of problems.,Core,61,07/2013,Incumbent,291011
29-1011.00,Chiropractors,6920,"Counsel patients about nutrition, exercise, sleeping habits, stress management, or other matters.",Core,61,07/2013,Incumbent,291011
29-1011.00,Chiropractors,6922,Consult with or refer patients to appropriate health practitioners when necessary.,Core,61,07/2013,Incumbent,291011
29-1011.00,Chiropractors,20403,"Recommend and arrange for diagnostic procedures, such as blood chemistry tests, saliva tests, x-rays, or other imaging procedures.",Core,61,07/2013,Incumbent,291011
29-1011.00,Chiropractors,6923,"Suggest and apply the use of supports such as straps, tapes, bandages, or braces if necessary.",Core,61,07/2013,Incumbent,291011
29-1021.00,"Dentists, General",20562,"Use masks, gloves, and safety glasses to protect patients and self from infectious diseases.",Core,72,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6926,"Examine teeth, gums, and related tissues, using dental instruments, x-rays, or other diagnostic equipment, to evaluate dental health, diagnose diseases or abnormalities, and plan appropriate treatments.",Core,73,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6925,Administer anesthetics to limit the amount of pain experienced by patients during procedures.,Core,73,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",20563,"Use dental air turbines, hand instruments, dental appliances, or surgical implements.",Core,72,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6927,Formulate plan of treatment for patient's teeth and mouth tissue.,Core,73,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6931,"Diagnose and treat diseases, injuries, or malformations of teeth, gums, or related oral structures and provide preventive or corrective services.",Core,72,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6933,Write prescriptions for antibiotics or other medications.,Core,73,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6929,"Advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.",Core,72,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6930,"Design, make, or fit prosthodontic appliances, such as space maintainers, bridges, or dentures, or write fabrication instructions or prescriptions for denturists or dental technicians.",Core,73,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6932,Fill pulp chamber and canal with endodontic materials.,Core,71,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6935,"Treat exposure of pulp by pulp capping, removal of pulp from pulp chamber, or root canal, using dental instruments.",Core,73,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6938,"Remove diseased tissue, using surgical instruments.",Core,72,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",20564,Manage business aspects such as employing or supervising staff or handling paperwork or insurance claims.,Core,72,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6934,Analyze or evaluate dental needs to determine changes or trends in patterns of dental disease.,Core,72,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6939,Apply fluoride or sealants to teeth.,Core,73,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6936,"Eliminate irritating margins of fillings and correct occlusions, using dental instruments.",Core,73,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6937,Perform oral or periodontal surgery on the jaw or mouth.,Core,72,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6942,"Plan, organize, or maintain dental health programs.",Core,73,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6941,"Bleach, clean, or polish teeth to restore natural color.",Core,73,07/2014,Incumbent,291021
29-1021.00,"Dentists, General",6943,Produce or evaluate dental health educational materials.,Core,72,07/2014,Incumbent,291021
29-1022.00,Oral and Maxillofacial Surgeons,9370,Administer general and local anesthetics.,Core,59,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,9373,"Collaborate with other professionals, such as restorative dentists and orthodontists, to plan treatment.",Core,59,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,9372,Evaluate the position of the wisdom teeth to determine whether problems exist currently or might occur in the future.,Core,60,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,9374,"Perform surgery to prepare the mouth for dental implants, and to aid in the regeneration of deficient bone and gum tissues.",Core,59,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,9371,"Remove impacted, damaged, and non-restorable teeth.",Core,60,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,9376,"Treat infections of the oral cavity, salivary glands, jaws, and neck.",Core,60,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,9375,"Remove tumors and other abnormal growths of the oral and facial regions, using surgical instruments.",Core,59,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,9378,"Provide emergency treatment of facial injuries including facial lacerations, intra-oral lacerations, and fractured facial bones.",Core,60,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,9377,"Treat problems affecting the oral mucosa, such as mouth ulcers and infections.",Core,59,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,9380,"Restore form and function by moving skin, bone, nerves, and other tissues from other parts of the body to reconstruct the jaws and face.",Core,59,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,9379,Perform surgery on the mouth and jaws to treat conditions such as cleft lip and palate and jaw growth problems.,Core,59,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,20244,"Perform minor cosmetic procedures, such as chin and cheekbone enhancements.",Supplemental,60,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,20245,"Perform minor facial rejuvenation procedures, including the use of Botox and laser technology.",Supplemental,60,07/2012,Incumbent,291022
29-1022.00,Oral and Maxillofacial Surgeons,9382,"Treat snoring problems, using laser surgery.",Supplemental,60,07/2012,Incumbent,291022
29-1023.00,Orthodontists,7733,"Study diagnostic records, such as medical or dental histories, plaster models of the teeth, photos of a patient's face and teeth, and X-rays, to develop patient treatment plans.",Core,67,07/2012,Incumbent,291023
29-1023.00,Orthodontists,7737,Adjust dental appliances to produce and maintain normal function.,Core,67,07/2012,Incumbent,291023
29-1023.00,Orthodontists,7732,Fit dental appliances in patients' mouths to alter the position and relationship of teeth and jaws or to realign teeth.,Core,67,07/2012,Incumbent,291023
29-1023.00,Orthodontists,7734,Diagnose teeth and jaw or other dental-facial abnormalities.,Core,67,07/2012,Incumbent,291023
29-1023.00,Orthodontists,7735,"Examine patients to assess abnormalities of jaw development, tooth position, and other dental-facial structures.",Core,67,07/2012,Incumbent,291023
29-1023.00,Orthodontists,7738,Provide patients with proposed treatment plans and cost estimates.,Core,67,07/2012,Incumbent,291023
29-1023.00,Orthodontists,7739,Instruct dental officers and technical assistants in orthodontic procedures and techniques.,Core,66,07/2012,Incumbent,291023
29-1023.00,Orthodontists,7736,Prepare diagnostic and treatment records.,Core,67,07/2012,Incumbent,291023
29-1023.00,Orthodontists,7741,"Design and fabricate appliances, such as space maintainers, retainers, and labial and lingual arch wires.",Core,67,07/2012,Incumbent,291023
29-1023.00,Orthodontists,7740,Coordinate orthodontic services with other dental and medical services.,Core,67,07/2012,Incumbent,291023
29-1024.00,Prosthodontists,7745,"Measure and take impressions of patients' jaws and teeth to determine the shape and size of dental prostheses, using face bows, dental articulators, recording devices, and other materials.",Core,53,07/2012,Incumbent,291024
29-1024.00,Prosthodontists,20246,"Replace missing teeth and associated oral structures with permanent fixtures, such as implant-supported prostheses, crowns and bridges, or removable fixtures, such as dentures.",Core,52,07/2012,Incumbent,291024
29-1024.00,Prosthodontists,7744,"Design and fabricate dental prostheses, or supervise dental technicians and laboratory bench workers who construct the devices.",Core,53,07/2012,Incumbent,291024
29-1024.00,Prosthodontists,7743,"Fit prostheses to patients, making any necessary adjustments and modifications.",Core,52,07/2012,Incumbent,291024
29-1024.00,Prosthodontists,7748,"Restore function and aesthetics to traumatic injury victims, or to individuals with diseases or birth defects.",Core,53,07/2012,Incumbent,291024
29-1024.00,Prosthodontists,7746,"Collaborate with general dentists, specialists, and other health professionals to develop solutions to dental and oral health concerns.",Core,53,07/2012,Incumbent,291024
29-1024.00,Prosthodontists,7747,"Repair, reline, or rebase dentures.",Core,53,07/2012,Incumbent,291024
29-1024.00,Prosthodontists,7751,Place veneers onto teeth to conceal defects.,Core,52,07/2012,Incumbent,291024
29-1024.00,Prosthodontists,7749,Use bonding technology on the surface of the teeth to change tooth shape or to close gaps.,Core,53,07/2012,Incumbent,291024
29-1024.00,Prosthodontists,7750,Treat facial pain and jaw joint problems.,Core,53,07/2012,Incumbent,291024
29-1024.00,Prosthodontists,7752,Bleach discolored teeth to brighten and whiten them.,Core,52,07/2012,Incumbent,291024
29-1031.00,Dietitians and Nutritionists,318,"Monitor food service operations to ensure conformance to nutritional, safety, sanitation and quality standards.",Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,314,"Assess nutritional needs, diet restrictions and current health plans to develop and implement dietary-care plans and provide nutritional counseling.",Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,316,"Advise patients and their families on nutritional principles, dietary plans and diet modifications, and food selection and preparation.",Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,317,"Counsel individuals and groups on basic rules of good nutrition, healthy eating habits, and nutrition monitoring to improve their quality of life.",Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,315,Consult with physicians and health care personnel to determine nutritional needs and diet restrictions of patient or client.,Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,330,"Plan, conduct, and evaluate dietary, nutritional, and epidemiological research.",Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,333,Write research reports and other publications to document and communicate research findings.,Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,324,Purchase food in accordance with health and safety codes.,Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,326,Manage quantity food service departments or clinical and community nutrition services.,Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,327,Coordinate diet counseling services.,Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,332,"Make recommendations regarding public policy, such as nutrition labeling, food fortification, and nutrition standards for school programs.",Core,22,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,321,Inspect meals served for conformance to prescribed diets and standards of palatability and appearance.,Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,325,"Select, train and supervise workers who plan, prepare and serve meals.",Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,329,"Organize, develop, analyze, test, and prepare special meals such as low-fat, low-cholesterol and chemical-free meals.",Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,323,"Prepare and administer budgets for food, equipment and supplies.",Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,334,Plan and prepare grant proposals to request program funding.,Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,322,"Develop curriculum and prepare manuals, visual aids, course outlines, and other materials used in teaching.",Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,328,"Advise food service managers and organizations on sanitation, safety procedures, menu development, budgeting, and planning to assist with the establishment, operation, and evaluation of food service facilities and nutrition programs.",Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,331,"Plan and conduct training programs in dietetics, nutrition, and institutional management and administration for medical students, health-care personnel and the general public.",Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,320,Develop policies for food service or nutritional programs to assist in health promotion and disease control.,Core,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,319,Coordinate recipe development and standardization and develop new menus for independent food service operations.,Core,22,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,336,"Confer with design, building, and equipment personnel to plan for construction and remodeling of food service units.",Supplemental,23,07/2014,Occupational Expert,291031
29-1031.00,Dietitians and Nutritionists,335,Test new food products and equipment.,Supplemental,23,07/2014,Occupational Expert,291031
29-1041.00,Optometrists,337,"Examine eyes, using observation, instruments and pharmaceutical agents, to determine visual acuity and perception, focus and coordination and to diagnose diseases and other abnormalities such as glaucoma or color blindness.",Core,23,07/2014,Occupational Expert,291041
29-1041.00,Optometrists,339,"Prescribe, supply, fit and adjust eyeglasses, contact lenses and other vision aids.",Core,23,07/2014,Occupational Expert,291041
29-1041.00,Optometrists,338,Analyze test results and develop a treatment plan.,Core,23,07/2014,Occupational Expert,291041
29-1041.00,Optometrists,340,Prescribe medications to treat eye diseases if state laws permit.,Core,23,07/2014,Occupational Expert,291041
29-1041.00,Optometrists,343,Remove foreign bodies from the eye.,Core,23,07/2014,Occupational Expert,291041
29-1041.00,Optometrists,345,Prescribe therapeutic procedures to correct or conserve vision.,Core,23,07/2014,Occupational Expert,291041
29-1041.00,Optometrists,341,"Educate and counsel patients on contact lens care, visual hygiene, lighting arrangements and safety factors.",Core,23,07/2014,Occupational Expert,291041
29-1041.00,Optometrists,342,Consult with and refer patients to ophthalmologist or other health care practitioner if additional medical treatment is determined necessary.,Core,23,07/2014,Occupational Expert,291041
29-1041.00,Optometrists,344,"Provide patients undergoing eye surgeries, such as cataract and laser vision correction, with pre- and post-operative care.",Core,23,07/2014,Occupational Expert,291041
29-1041.00,Optometrists,346,Provide vision therapy and low vision rehabilitation.,Core,23,07/2014,Occupational Expert,291041
29-1051.00,Pharmacists,1808,"Review prescriptions to assure accuracy, to ascertain the needed ingredients, and to evaluate their suitability.",Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1809,"Provide information and advice regarding drug interactions, side effects, dosage, and proper medication storage.",Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1812,"Maintain records, such as pharmacy files, patient profiles, charge system files, inventories, control records for radioactive nuclei, or registries of poisons, narcotics, or controlled drugs.",Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1820,"Plan, implement, or maintain procedures for mixing, packaging, or labeling pharmaceuticals, according to policy and legal requirements, to ensure quality, security, and proper disposal.",Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1824,"Assess the identity, strength, or purity of medications.",Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1815,"Collaborate with other health care professionals to plan, monitor, review, or evaluate the quality or effectiveness of drugs or drug regimens, providing advice on drug applications or characteristics.",Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1811,"Order and purchase pharmaceutical supplies, medical supplies, or drugs, maintaining stock and storing and handling it properly.",Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1810,Analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1814,"Advise customers on the selection of medication brands, medical equipment, or healthcare supplies.",Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1816,"Compound and dispense medications as prescribed by doctors and dentists, by calculating, weighing, measuring, and mixing ingredients, or oversee these activities.",Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1822,"Manage pharmacy operations, hiring or supervising staff, performing administrative duties, or buying or selling non-pharmaceutical merchandise.",Core,119,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1813,"Provide specialized services to help patients manage conditions such as diabetes, asthma, smoking cessation, or high blood pressure.",Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,20404,"Offer health promotion or prevention activities, such as training people to use blood pressure devices or diabetes monitors.",Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,20405,Contact insurance companies to resolve billing issues.,Core,119,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1825,Teach pharmacy students serving as interns in preparation for their graduation or licensure.,Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1818,Refer patients to other health professionals or agencies when appropriate.,Core,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1823,"Work in hospitals or clinics or for Health Management Organizations (HMOs), dispensing prescriptions, serving as a medical team consultant, or specializing in specific drug therapy areas, such as oncology or nuclear pharmacotherapy.",Supplemental,118,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1819,"Prepare sterile solutions or infusions for use in surgical procedures, emergency rooms, or patients' homes.",Supplemental,119,07/2013,Incumbent,291051
29-1051.00,Pharmacists,20406,Update or troubleshoot pharmacy information databases.,Supplemental,120,07/2013,Incumbent,291051
29-1051.00,Pharmacists,1826,"Publish educational information for other pharmacists, doctors, or patients.",Supplemental,120,07/2013,Incumbent,291051
29-1061.00,Anesthesiologists,7754,"Monitor patient before, during, and after anesthesia and counteract adverse reactions or complications.",Core,101,07/2012,Incumbent,291061
29-1061.00,Anesthesiologists,7756,Record type and amount of anesthesia and patient condition throughout procedure.,Core,101,07/2012,Incumbent,291061
29-1061.00,Anesthesiologists,7755,Provide and maintain life support and airway management and help prepare patients for emergency surgery.,Core,101,07/2012,Incumbent,291061
29-1061.00,Anesthesiologists,7753,"Administer anesthetic or sedation during medical procedures, using local, intravenous, spinal, or caudal methods.",Core,101,07/2012,Incumbent,291061
29-1061.00,Anesthesiologists,7757,"Examine patient, obtain medical history, and use diagnostic tests to determine risk during surgical, obstetrical, and other medical procedures.",Core,101,07/2012,Incumbent,291061
29-1061.00,Anesthesiologists,7758,Position patient on operating table to maximize patient comfort and surgical accessibility.,Core,101,07/2012,Incumbent,291061
29-1061.00,Anesthesiologists,7760,Coordinate administration of anesthetics with surgeons during operation.,Core,101,07/2012,Incumbent,291061
29-1061.00,Anesthesiologists,7759,Decide when patients have recovered or stabilized enough to be sent to another room or ward or to be sent home following outpatient surgery.,Core,101,07/2012,Incumbent,291061
29-1061.00,Anesthesiologists,7761,Confer with other medical professionals to determine type and method of anesthetic or sedation to render patient insensible to pain.,Core,101,07/2012,Incumbent,291061
29-1061.00,Anesthesiologists,7763,"Order laboratory tests, x-rays, and other diagnostic procedures.",Core,101,07/2012,Incumbent,291061
